header,price,note,usable_area,floor_area,floor,energy_effeciency,ownership,description,long,lat,hash,gas,waste,equipment,state,construction_type,place,electricity,heating,transport,year_reconstruction,telecomunication,has_lift,has_garage,has_cellar,no_barriers,has_loggia,has_balcony,has_garden,has_parking,tags,disposition,bus_station_dist,train_station_dist,subway_station_dist,tram_station_dist,post_office_dist,atm_dist,doctor_dist,vet_dist,primary_school_dist,kindergarten_dist,supermarket_grocery_dist,restaurant_pub_dist,playground_dist,sports_field_dist,theatre_cinema_dist,pharmacy_dist,name,date
"Prodej bytu 3+1 80 m², Nedašovská, Praha, Praha",6490000,,80,,3.0,G,UNDEFINED,"Byt 3+1 o velikosti 80,3 m2 s lodžií a sklepem je ve 3.NP panelového domu na Zličíně. Byt je orientovaný na východ-západ. Je v dobrém, udržovaném stavu, avšak spíše k rekonstrukci dle vlastních představ budoucího majitele. Dispozice bytu na dvě světové strany. Z prostorné předsíně jsou vhody do dvou samostatných ložnic orientovaných na východ a dále do kuchyně, průchozí do obývacího pokoje.
Vybavení bytu dle individuální dohody.
 
Z prostorné předsíně 8,16m2 se vchází do dvou ložnic 16,3 m2 a 16,04m2, do kuchyně 12,43m2, dále pak do obývacího pokoje 20,44m2. Koupelna a WC 3,53m2 plochy, lodžie 4,9m2.
Na podlahách je dlažba, linoleum, plovoucí podlaha. Dům je po rekonstrukci fasády, oken, společných prostor.
 
Sídliště Zličín je z 80. let 20.století, výhodou je vzrostlá zeleň, která dotváří příjemné okolí.
 
Dopravní dostupnost metrem - stanice Zličín, autobusem.
 
V místě je školka, škola, sportoviště, dětská hřiště, v pěší vzdálenosti obchodní centrum Metropole Zličín.",14.28985,50.05963,,,,CASTECNE,GOOD,PANEL,"Nedašovská, Praha - Zličín",,,,,,False,False,False,,False,False,,False,MHD 4 minuty pěšky_Částečně vybaveno,DISP_3_1,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 3+kk 71 m², Zimova, Praha, Praha",9437899,,71,,6.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

3+kk 70,56 m2 s lodžií 7,17 m2 v 6. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. Lze dokoupit garážové stání.

Orientace bytu: JS

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 3+kk je situován v 6. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 27,83 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna s vanou a oddělenou toaletou. K bytu náleží ložnice o velikosti 12,51 m2 a pokoj o velikosti 9,26 m2. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni) a komoře. V obývacím pokoji, ložnici a pokoji je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,CONSTRUCTION,CIHLA,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_3_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 3+kk 76 m², Zimova, Praha, Praha",10542093,,76,,9.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

3+kk 75,19 m2 s lodžií 6,35 m2 v 9. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. Lze dokoupit garážové stání.

Orientace bytu: JS

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 3+kk je situován v 9. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 27,53 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna s vanou a oddělenou toaletou. K bytu náleží ložnice o velikosti 12,25 m2 a pokoj o velikosti 12,35 m2. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni) a komoře. V obývacím pokoji, ložnici a pokoji je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,CONSTRUCTION,NIZKOENERGETICKY,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_3_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 1+1 38 m², Praha, Praha",5790000,,38,,2.0,B,OSOBNI,"K prodeji nabízím krásný byt 1+kk o podlahové ploše 38 m2 v bytovém domě nacházejícím se v ulici Křižíkova, v srdci Karlína. 

Byt se nachazí ve 2NP. Komfort bydlení poskytují kvalitní materiály, použité prvky i do detailu precizní řešení: v obývacím pokoji ​naturální dřevěná podlaha, n​a stěnách je malba a designová stěrka na stropech, kvalitní​ okna a dveře. Kuchyňský kout je zrealizovaný a plně funkční s přívodem studené a teplé vody a odpadem. Koupeln​a má​ keramické obklady, sprchový kout a přípravu pro pračku/umyvadlo. V​ obytných místnostech – zásuvky na internet a TV.​ V domě se nachází nový výtah.


Dům se nachází v srdci čtvrti Prahy 8 - Karlín, v Křižíkově ulici, poblíž Karlínského náměstí. Je zde výborná dostupnost nejen automobilem, ale i městskou hromadnou dopravou. Tramvajová zastávka a stanice metra B “Křižíkova“ jsou za rohem, čímž je zaručena rychlá dosažitelnost centra města. 

Praha 8 – Karlín, místo, kde se současná architektura spojuje s tradiční rezidenční atmosférou. Lokalita sama o sobě nabízí kompletní občanskou vybavenost. Obchody různého typu, restaurace, parky, volnočasové aktivity, sportovní a kulturní vyžití.

+420775000314 Pouze pro vážné zájemce, realitní zprostředkovatelé nevolejte!",14.44936,50.09198,,,,CASTECNE,VERY_GOOD,CIHLA,Praha - Karlín,,,,,,False,False,False,,False,False,,False,MHD 1 minuta pěšky_Částečně vybaveno,DISP_1_1,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 2+kk 51 m², Zimova, Praha, Praha",7404667,,51,,9.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

2+kk 50,61 m2 s lodžií 3,20 m2 v 9. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. Lze dokoupit garážové stání.

Orientace bytu: J

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 2+kk je situován v 9. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 24,6 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna se sprchovým koutem a toaletou. K bytu náleží ložnice o velikosti 12,74 m2, ze které je také vstup na lodžii. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni). V obývacím pokoji a ložnici je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,CONSTRUCTION,CIHLA,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_2_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 3+kk 76 m², Zimova, Praha, Praha",9953221,,76,,6.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

3+kk 75,7 m2 s lodžií 6,35 m2 v 6. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. Lze dokoupit garážové stání.

Orientace bytu: JS

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 3+kk je situován v 6. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 27,76 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna s vanou a oddělenou toaletou. K bytu náleží ložnice o velikosti 12,25 m2 a pokoj o velikosti 12,35 m2. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni) a komoře. V obývacím pokoji, ložnici a pokoji je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,NEW,CIHLA,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_3_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 3+kk 73 m², Zimova, Praha, Praha",10366416,,73,,9.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

3+kk 72,99 m2 s lodžií 9,98 m2 v 9. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. Lze dokoupit garážové stání.

Orientace bytu: SVZ

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 3+kk je situován v 9. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 26,55 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna s vanou a oddělenou toaletou. K bytu náleží ložnice o velikosti 13,25 m2 a pokoj o velikosti 11,87 m2. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni). V obývacím pokoji, ložnici a pokoji je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,CONSTRUCTION,CIHLA,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_3_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 2+kk 52 m², Zimova, Praha, Praha",7686250,,52,,10.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

2+kk 51,74 m2 s lodžií 3,33 m2 v 10. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. 

Orientace bytu: J

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 2+kk je situován v 10. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 23,88 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna s vanou a toaletou. K bytu náleží ložnice o velikosti 11,5 m2, ze které je také vstup na lodžii. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni) a komoře (3,21 m2). V obývacím pokoji a ložnici je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,NEW,CIHLA,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_2_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 2+kk 51 m², Zimova, Praha, Praha",8025370,,51,,12.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

2+kk 50,62 m2 s lodžií 3,20 m2 v 12. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. Lze dokoupit garážové stání.

Orientace bytu: J

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 2+kk je situován v 12. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 24,58 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna se sprchovým koutem a toaletou. K bytu náleží ložnice o velikosti 12,74 m2, ze které je také vstup na lodžii. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni). V obývacím pokoji a ložnici je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,CONSTRUCTION,CIHLA,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_2_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 3+kk 71 m², Zimova, Praha, Praha",10017904,,71,,9.0,B,UNDEFINED,"Vital Kamýk
Praha 12 Libuš, ulice Zimova

3+kk 70,8 m2 s lodžií 3,2 m2 v 9. nadzemním podlaží

V ceně: DPH, sklep, řízené větrání s rekuperací tepla, aplikace na ovládání topení a vzduchotechniky, předokenní žaluzie. Lze dokoupit garážové stání.

Orientace bytu: JS

Popis bytu: Byt v nízkoenergetickém standardu s lodžií a dispozicí 3+kk je situován v 9. podlaží nově vznikajícího bytového projektu Vital Kamýk. Dominantou interiéru je velkorysý obývací pokoj o velikosti 25,05 m2 s kuchyňskou linkou a vstupem na lodžii. V bytě se nachází prostorná koupelna s vanou a oddělenou toaletou. K bytu náleží ložnice o velikosti 12,28 m2 a pokoj o velikosti 14,04 m2. Z ložnice je také vstup na lodžii. V rámci dispozičních řešení se myslelo také na dostatek úložných prostor, které lze maximálně využít ve vstupní hale (předsíni). V obývacím pokoji, ložnici a pokoji je plovoucí laminátová podlaha. V ostatních místnostech je dlažba.

Okolí: Projekt leží přímo u autobusové zastávky Sídliště Libuš, a navíc o několik minut chůze dál se plánuje výstavba stanice metra D Libuš, což je velkou výhodou. V sousedství domu je k dispozici nákupní centrum Albert, v okolí najdete řadu dalších obchodů a restaurací, několik základních a mateřských škol, včetně The Prague British International School, dětská hřiště, sportovní areál TJ Tempo, dráhu pumptrack, zookoutek Kamýk či tržnici Sapa. Budova je obklopena venkovní zelení a z balkonů a lodžií otevírá nádherné výhledy na les Kamýk a přírodu Modřanské rokle. 

Další výhody: Bytový dům Vital Kamýk nabízí velkorysou relaxační zónu, a to jak díky okouzlující střešní terase, tak i v podobě zeleně s lavičkami a atraktivně vybaveným dětským hřištěm, které bude i místem pro aktivní odpočinek na work-outových prvcích nebo při cvičení jógy. Terasa pro vás pak bude jak oázou pro relaxaci, kde si můžete číst nebo zahrát šachy, tak i komunitním prostorem pro společenská setkání u grilování, umocněná výhledy na okolí plné zeleně. Majitelům bytů také zpříjemní bydlení hned několik specifických vybavení a vlastností domu: u parkovacích stání bude zabudována příprava na dobíjecí stanice elektromobilů, cyklisty potěší venkovní servisní stanice pro kola s myčkou, a součástí projektu bude i kočárkárna a kolárna. Vítanou novinkou bude pro rezidenty jistě i komunitní aplikace pro sdílení zážitků, plánování společných akcí a řešení komunikaci se správcem domu.

Proč právě JRD: Naše společnost staví ekologické stavby šetrné k životnímu prostředí. Díky moderním technologiím a řízenému větrání s rekuperací tepla bude ve Vašem bydlení neustále čerstvý vzduch a zároveň nedojde ke ztrátě tepla. Společnost klade velký důraz na komfort a zdravé bydlení: čistý vzduch, ticho, tepelná pohoda, kvalitní návrh osvětlení, ohleduplnost k životnímu prostředí, důmyslné řešení interiérů, zdravé materiály, komunitu obyvatel a okolí se zelení.",14.45081,50.00692,,,,NEVYBAVENY,CONSTRUCTION,CIHLA,"Zimova, Praha - Kamýk",,,,,,True,False,False,,False,False,,False,Novostavba_Výtah,DISP_3_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
